Cement,Banking and Finance,Automobile,Telecommunications,Energy,Pharmaceuticals,Utilities,Metals and Mining,Consumer Goods,Information Technology,date
-57.73136085434685,45.004985698932224,-4.63091445654729,9.89538958694911,405.9580395769935,61.03810384684103,-1.79048842578455,-37.58352932839278,46.092733133162994,110.67919864907057,1/3/2020
4.438691564066389,1.942189847472432,9.79536182605302,15.785692229173442,-42.881503436224264,-26.280757860886975,-23.824218442526234,-14.3913949690022,-4.060539434580619,8.400337214914224,1/6/2020
102.43221645903863,35.63029262128922,-19.450352149601404,-6.4210130949269395,1.1015533025716309,17.138239749935845,43.385287087633905,72.93500719426181,13.177839020219295,4.048901284089023,1/7/2020
39.162705969096415,-8.17180797726135,34.958111929837656,255.45669167468523,-3.906026451779787,-24.025583688373022,-28.006027037736548,-9.132347353228823,23.982356729439744,-1.2424084613275035,1/8/2020
-20.518739224814702,-4.621808568313017,2.694743498804227,22.685834540313166,7.528246543965743,16.252524820446347,38.69379965974996,-29.82669380697418,19.00320315292871,-23.029046583114688,1/9/2020
1.7305732649811019,-8.407219643413212,3.1103889511362923,16.563219492964457,-34.18921875077588,60.563600043640115,-3.6967591929593624,42.06035707513849,-19.67291329567629,-25.856191980660746,1/10/2020
-20.937182393580617,-26.649202420967725,-39.67401613314235,-10.884716600965426,-14.07006481134966,-16.05288085753526,162.6877493950714,-34.0167791457204,31.603859906624763,132.31407408747518,1/13/2020
-2.804531002601997,31.637547504990152,54.38855696765856,-46.088883592358364,57.51820785976218,4.209001523008726,23.581460972402297,58.398035662889164,20.779990897298546,10.825167250300883,1/14/2020
-3.108709681976459,15.800084335412995,52.86106152971691,50.19501407281177,-8.03512637052351,-4.683524079184018,-2.041079784948955,-14.606269324120712,-24.87503684098029,23.511188658972138,1/15/2020
50.36881512189209,-22.091579370180536,-33.166222873845726,55.54271569253838,-3.936641415191362,21.37001384714472,68.47114569887225,-12.582436138327608,173.1451154109681,-25.010366637172986,1/16/2020
-34.981038276253905,72.58844084979624,-3.5274433574910105,90.17008444620322,45.83339658014336,61.50529606647319,-41.21056592827137,-13.98688818159539,-44.458407674254865,-31.940944388140597,1/17/2020
-24.54246728873977,24.921225274442424,-13.778492162290684,30209.303140903892,46.52705037077068,-24.901400746334204,345.7487671277084,-14.127027483414418,-12.26002000960844,4.926353379577691,1/20/2020
43.749555068064616,-28.29734623458732,15.007145152271704,70.93257927332897,-43.87876413866341,-7.864712618392538,-47.36092391029902,33.24634787557978,0.5798948548490355,-30.344823939777722,1/21/2020
13.994644000038514,38.07852909638327,40.9258318825998,-60.973536133976104,126.32064948976465,31.66193060133071,182.30501691618292,18.52451519071119,-0.33144828724088055,73.76672044091998,1/22/2020
-3.7360293537768308,4.987080772939678,-19.22588957302477,-3.5990249264593652,19.23948536428451,24.685103810987084,103.73128041821484,-13.122623039093975,-23.660417008735635,9.612032110480406,1/23/2020
170.72105776088355,-15.446772090851852,18.738724183922738,-1.538272336690465,-38.17646657109135,-24.767807905636968,-59.21374201986287,-8.802569430976655,19.499249637905272,8.976334289149335,1/24/2020
-18.376520930854483,56.484147432777114,36.13193210664162,-31.842503734703747,10.137319335062067,532.4898415294514,-23.971566483683393,59.37608455990594,-30.20460104085028,-26.812116984636212,1/27/2020
-6.451654336313449,-26.86717456512515,53.42093602984955,123.84056843755096,34.24785172156238,28.574787955894767,44.85978841311953,28.795101290998,87.86989688387064,28.677059293433604,1/28/2020
-15.553616748870292,-8.996407764288858,-16.440220921067823,-28.04008434211596,13.883937107855704,-52.861270448067295,37.412992542938134,-13.32739353352217,24.585094545558633,32.04742342121418,1/29/2020
-2.8726797767470167,-16.39776205824726,281.12583441082467,-1.9979927382684064,6.10519938713437,6.682407999798943,79.10822679187855,17.282538681984093,-22.198617783840742,2.1683764192689745,1/30/2020
