,Cement,Banking and Finance,Automobile,Telecommunications,Energy,Pharmaceuticals,Pharmaceuticals,Banking and Finance,Automobile,Metals and Mining,Consumer Goods,Banking and Finance,Telecommunications,Consumer Goods,Automobile,Consumer Goods,Utilities,Energy,Utilities,Cement,Pharmaceuticals,Utilities,Metals and Mining,,Information Technology,Cement,Metals and Mining,Information Technology
1/20/2020,-11.403213276244106,39.04883586947236,34.359287247493306,-26.837844802426826,4.928804579128787,-40.81893235565393,-21.699070016837986,31.087498213527255,-30.018375966595514,-54.16495640355925,-16.61976900008947,4.627341740327662,60445.44412661021,8.50079466717386,-45.676387767769846,-28.661085695909705,56.43521708913146,88.12529616241258,950.1017512683081,-18.7909149583551,-12.186199866510695,30.709333025685726,28.322557483906618,77.3085762858882,63.76077516496312,-43.4332736316201,-16.538683530590625,-53.90806840580774
1/21/2020,80.23564630687927,-22.801193289996203,-40.98765161918622,43.93959934890284,-28.100138152408004,20.040665125015433,-34.74591094450409,-32.43529642513341,77.49250655676283,12.626440390932547,-9.573076408339054,-29.65554898863235,97.92555919775509,19.327883846232098,8.516580519238492,-8.015122873345938,-51.66098923405619,-59.65739012491882,-64.96823937927816,12.220414033228622,-8.888892035688956,-25.453543117562727,55.183657762787576,-67.28925455329595,-39.698105986957636,38.79260486408596,31.928945473019233,-20.99154189259781
1/22/2020,20.27681720353469,61.611371762736546,24.854674071258387,-68.88823324287377,-11.167923189392825,64.30872827869531,-1.9250647352948347,22.57958128781665,-38.97898405025393,39.937086350680204,31.089199999999995,30.044634238596622,-53.05883902507844,-20.020248519757978,136.90180562679495,-12.063296341964659,276.4197032322946,263.80922216892213,228.55445049005885,-5.227303385943616,32.602128260591655,41.94089702619532,-32.287872102404044,-6.794291059285962,22.03246007488582,26.934418182524468,47.9243313238574,125.50098080695413
1/23/2020,23.18767848615959,54.964201335499595,-4.830343916031465,-22.24675467446754,49.19655417924786,142.96178394786347,-23.871110650627546,-37.34360972784104,-9.05739028158945,-11.297185195016212,-27.986236343904245,-2.6593492888395187,15.048704821548808,-20.045727465663255,-43.7899345214534,-22.9492872166394,17.558805655179533,-10.717583450678847,298.082391549811,-45.97893388370935,-45.03536186427467,-4.447355950346033,-6.031593395657708,16.698558820445108,69.33193312201551,11.583167336219269,-22.039090526608007,-50.1078689010547
1/24/2020,-23.961218598614174,-53.77914444411558,-18.089252484112215,51.04820152969365,-29.287475591464542,-53.086311318143295,-36.0043457040416,2.8050937881226146,64.73567925850084,3.401939438712631,29.233196378053062,4.633734383437416,-54.12474620307458,11.13385096547075,9.569745777379591,18.13070157019201,-56.574482619135466,-47.06545755071816,-92.85511300591416,105.6386272314077,14.787233305274006,-28.211630434538982,3.9042947102924774,-36.25529382095266,17.11372776686082,430.48576464985706,-33.713942441935075,0.8389408114378494
1/27/2020,-17.995149674098432,-3.888858029511111,46.905853944303935,-50.2330626050381,12.167124450215084,115.56230812605727,1417.9199865067521,59.6428459139962,72.7291269795455,38.13809468487188,-53.08029678915575,113.69845441384624,-13.451944864369391,0.5254287274359948,-11.23918460392459,-38.05893506083109,-43.44983235085045,8.107514219909051,-49.14510846715706,13.098212569671341,63.98722995554449,20.68024136695732,73.27755298998949,17.406834769559577,-50.27604773576566,-50.23262568813636,66.71260600485647,-3.348186233506767
1/28/2020,75.43492231426818,-14.543454045527826,-22.194880772909276,167.14463256505815,72.36063656831388,-38.58076325144645,-44.38705853025068,-28.993191219739867,0.7773579188464108,-20.57886602299258,80.99936642814549,-37.064878430107754,80.53650431004378,113.27482266106608,181.68033094361152,69.33550156240035,116.67482824507603,-3.8649331251891295,11.695465209541078,-61.98487552043503,168.69218564938143,6.2090717847415045,38.97336744343703,12.518421975068117,28.1624115562527,-32.80500980277349,67.99080245254956,29.19170703061451
1/29/2020,-33.05219684383507,1.8953934526576566,1.6496795646412599,-36.74055559745759,-6.262512598847314,-51.63994228948621,-39.6593968819456,2.8048580996436145,-12.988567752262236,42.33571134510243,12.403417017136565,-31.689474845167844,-19.33961308677433,40.36781555282496,-37.98177457558249,20.984051066714372,52.550984776569344,34.030386814558724,91.83549435388902,2.7268663388466674,-67.2844721727701,-32.14750150164396,-38.48648394810118,32.34246917999981,70.25031775055834,-16.335519741622473,-43.83140799756776,-6.1554709081299785
1/30/2020,-12.868812969185395,-24.34394862342858,884.1689725142963,-23.4531790090063,-23.644302904227466,59.26392381711088,-51.53624056383408,-12.15784339678062,1.3635526307431478,-4.345150713839663,9.083123719850295,-12.69149415453258,19.457193532469486,-49.22180130757117,-42.15502191256547,-26.457175763801345,0.23636993462208267,35.854701678496205,49.91987162490374,33.304322599361754,12.319540746120028,187.1684388161098,32.216526614637964,-9.025382343467747,-2.785349392780734,-29.05354896041741,23.97624014515398,7.122102231318683
1/31/2020,-2.1847700470547182,38.145094559272664,-52.468791014444584,19.67902074765857,27.55332506539736,-21.044345600696236,-0.7463684163621753,-7.7090260357015055,-27.938330651185407,-30.043185849115805,102.65521092228119,13.78041285069671,-31.669693370879493,77.5602793456203,50.030042785069774,26.235926521628716,247.89709100001352,294.2736348796091,142.5008786213919,41.68117519042438,7.774555223993618,-47.5068357876546,-26.708194967846065,56.64131762293032,23.572836698095358,6.936436714930094,-10.524665292312275,158.6136677431297
2/3/2020,38.71388931417867,38.93173336253757,-19.27697117979852,-17.12469748942236,35.34130620206653,-22.6225837209313,-22.89508930241606,16.98601250211571,162.2269143605522,27.802138215051798,107.81392911042586,38.295412794709335,-28.48149411274006,332.189470239295,16.29535005495233,241.58493855722645,-76.92204358552459,-77.87247544081227,-74.48003712124324,-26.373795169156335,7.33388888460087,-37.18352526382922,51.20159028160414,43.831830088801404,9.785849260803348,18.985231273387516,-2.3059176720477748,-23.8007590700006
2/4/2020,-6.690882844627877,-16.740556331609056,67.8796221310817,-3.721916099060285,-16.588292231517478,20.141221514037568,99.89771796553852,59.80490953207194,-21.250626785842197,20.27227314358835,-51.84795573479355,-21.083066807362083,-30.786385095870884,-55.15815896245404,-3.683212093443944,-42.86387372884683,-34.559283189594616,-8.396876707899581,-12.994526320465171,141.4593438689824,20.22996543327431,67.99097981653132,-17.865618582993072,-25.77654786632948,-47.39003639884909,-27.8962657223195,-16.747751179623528,-25.215426895692882
2/5/2020,6.342536020251033,-17.39006673451472,-58.18015454751204,109.24803866263883,92.77251332902317,79.10653614724797,-7.15835709646131,-13.767167914714463,83.35582136919291,-19.755201311633463,-21.621471947150305,5.629459873266973,49.78831238526722,-40.57895685651669,-26.18094319287463,-50.59871495327103,9.521782350756979,-32.83728148380322,2.4139752331558073,40.864024192677384,-21.08445513250189,-51.11883039126843,20.399282767593885,-30.49055676866783,-9.323116650204454,34.665493230373755,52.18452593640035,22.461352470775008
2/6/2020,-10.774621517947624,20.716364595257165,-20.485895816292288,-43.942628536477535,-25.686696614755512,95.71224304813077,-48.49225447042497,-34.36680143404117,-25.004639454657372,-0.8383198304577455,-14.015879891809657,-18.557856802266116,-8.725576077243591,28.865570912269156,21.882728893553004,28.817095859922446,11.067020003579596,-5.269867006219009,-36.93866390146285,-44.903623510649716,102.42808535750005,-11.085852338973101,3.7947183009778174,8.229458841432159,-3.732701818826223,-26.071949450250386,-9.062421932638564,-21.142645415436
2/7/2020,-45.16704962939182,-12.34929759811003,-11.577952535411761,-47.80156268354902,-59.84489731463756,-10.291700491217458,8.66969049726718,-42.37650231873887,65.97437025077268,-5.049962674614905,-30.255676145596855,-45.75910427577546,2.3839471837981074,-37.443249161274586,-26.252863377769454,-44.108039522703955,55.63485262368639,99.21046384470071,96.80866630793909,-57.69273587531312,-4.4279015482498245,-8.692233543838324,-30.09806028702381,-21.083685439563038,-10.054864139809583,42.030465801153106,-38.54361595207484,-9.707682551981256
2/10/2020,-11.378272840463033,-44.143857913522,-15.09265490501388,-4.431167274954307,-1.9246001177118721,-44.29419843715967,-44.77265041580022,35.27847325663698,-64.97744813735859,-22.826017481229677,53.041230983359625,51.08868118434415,-25.31918321177269,-43.86763239792296,-8.058202516514045,47.97014997464197,71.50674292992667,49.80227726570288,68.73983255712577,119.30136175251627,-50.84774772389429,8.979380603975184,130.01079235897893,14.37956996163081,-21.358156855617207,-50.40830555930743,3.709927282360459,-18.13784466238958
2/11/2020,156.22699008058441,66.45645475532314,-28.96558154955552,-22.725325413710664,-10.228773770420663,-46.88268099890934,107.07522116409277,25.96235463675376,-28.334975369458128,39.84731355836364,-44.05815891965087,-10.310270704822322,61.558345551678514,209.8948186238112,25.15894121154043,19.716011098416853,-33.82212336488797,-34.706461749427206,6.513429811281757,-71.94624430045596,28.70804994224305,-12.425846494587777,-37.21323756398704,-43.944521097492604,4.070535073263981,9.109679793890324,-9.394722597849213,20.86387049822134
2/12/2020,-31.68182299885003,-21.097238892804004,25.929464272691472,-22.073394927261457,-4.96148331111338,-10.92812485777699,-7.101897716727878,-45.770705178102766,-31.230564063053667,40.504819534684856,511.3554107621035,24.750034508667728,114.92082476659871,-66.68739781498887,-19.349265299531726,75.88411724608044,-34.66461078797555,-37.68339509917767,-49.51114161660456,70.50898203592814,-5.190716691949215,29.616645512591933,-29.947705028615935,21.304292494497766,21.92164937636891,9.23255445250648,2.1193457117906433,25.238526028179955
2/13/2020,-61.23656785137,-18.718120198241163,-22.38949020425418,11.008341602818739,7.0708911826995235,21.26275000950606,201.92830876857303,44.684682109836096,10.003335371615997,-36.57135220922563,-37.92961768867056,-34.21492499644418,-66.0038165258398,-7.808748142704736,20.656062092484696,17.221012161753645,52.812704049303136,35.6130797517606,13.38968548472792,-4.960491659350308,-11.608547502503953,61.803297054012,-15.447640723314326,1.5762089400996215,24.637413010676813,-42.40861463586364,-26.500789744719246,-29.374890331637125
2/14/2020,170.47065340585655,22.324317040780993,42.364129522331375,554.8703959740196,185.08692317208957,-11.084523058847628,-58.838556810556916,61.200969256398594,55.25139892828197,-43.402536638336606,-41.40974448609972,56.69535890220634,245.65027426222093,50.021801283080066,-14.977135358401705,9.574946438490217,13.985698988351158,50.5173151189694,28.251891616110548,193.09798746288354,-27.06957120641783,7.048898673605031,-4.820806282168755,-8.860121947959476,23.307023004947137,256.751191733738,-7.106322289017086,-25.05893484557683
2/17/2020,-56.11103694268316,-30.536718115353366,-29.24524346139735,-37.751204140564866,-60.83080160822261,152.4706024972724,-9.342904769586491,-30.881692776933377,2.4242272493959494,-8.271809500943528,-17.80579191519861,-46.09943847450754,136.25275529543742,13.32873618196504,-24.609056710562903,-15.641972626547906,-7.092181615449622,37.612495700362004,-25.85050208773336,-67.06364393615345,-8.282006355240101,-27.807183634195056,2.529811592569464,18.30586321715335,-62.98125470125672,-46.65557419331565,33.76399307468076,-43.76273971664163
2/18/2020,186.80586123057785,21.986778046364552,24.841288066788646,-6.375125217915379,32.29130474860138,-46.4444432804151,8.851014811265244,3.707647923850721,2.6246311728885585,133.98995098327623,-15.923274150491507,104.2564420457437,-21.145511047805233,34.52594285563002,79.19999654836177,-35.60749134403526,55.6580700656456,-2.9756030695773483,74.75591235277832,172.16678058783322,59.50306972116335,-1.384591509319688,18.279701360392764,40.090684523339974,90.06186596212412,43.71627656666921,55.80456831290703,23.07566090051072
2/19/2020,-59.307890278416565,-16.160074332250286,-34.55529381048734,1.017947499371008,-9.662485746100359,-3.840368473238054,-56.719857291580034,-4.908750174278643,-13.117565718246748,-47.04685819053961,8.805839587143872,-45.31933460495129,58.050292940483004,-56.748895048948015,24.469288942285704,5.540310843989205,-47.950916604858165,-38.704267550956395,-27.740207107885993,293.0106986789894,41.15646567185851,41.59384293463289,-26.4058624865387,-29.191267235481288,-41.51307787300025,-24.53897761448608,-33.17504765911829,42.53003863050508
2/20/2020,134.64059221899984,72.19222658543183,16.1076959344286,-27.517400195691376,-18.86293976527311,29.19748801262605,206.29611590976106,11.097845163553345,21.482416710191355,43.7824179240067,19.651023234343732,56.11397855342584,-5.778382765260481,72.20986994398402,-33.98904577542776,-30.808421052631573,9.636152555279853,30.137516501627083,16.106311310885737,-79.51485407920046,-32.31508539361734,209.20692270499734,53.338096414352144,31.62889535309745,20.90525403855881,7.583827403623822,27.329253430887146,18.7871628736451
2/24/2020,107.6879469326308,-12.488586412495117,95.05378443277435,-38.573398208044296,41.48441748970535,-15.710578973265543,-32.002150430626976,48.94783202351365,-8.792354592018093,136.65522610349345,-9.38636492235202,24.669518975052917,-28.979891732053854,6.420893273748751,59.90113008836462,1.1927219619059182,-42.176601561439185,-28.931738554744378,-42.40524410209121,-8.48176685279346,216.67278669674604,-60.39983557288785,34.99862906971576,33.470261228907376,173.63125473630504,-7.44455284866985,101.73394796296024,66.06768084035934
2/25/2020,-22.63792476177928,-17.748908156774977,5.5922988537959295,-0.3074111413463476,-10.812019104431714,-5.111569554823136,59.2427503551447,-16.18415261535371,6.638680726446711,-27.197732535806253,58.77246326933925,-11.792807284211149,-11.866443990402765,-7.716803966916808,-11.586517932901208,36.682903361597205,-5.232136341045401,-9.483314688897915,19.341120421792724,30.758742927261572,-20.66217555346008,-19.647571508521832,-16.920287468993855,-13.524947807494447,-14.997854359694319,4.950151463363084,-35.63039087352804,-28.171381114289574
2/26/2020,-1.829204018330921,31.68832141731597,-15.530266408087979,93.43990624637281,31.211785970467698,230.93468262476938,-23.861294450599235,-0.5177191380517199,12.780173588994813,57.600990385073914,29.437455223323596,5.360102683805623,-45.711639458299416,16.68933509456614,63.824532566688475,28.513133001891866,39.18950108901951,-11.301648034893741,-3.895969704327884,-8.842083311610448,20.84983629939834,212.82395242237536,-1.9746292392673337,0.45895279497578656,-10.773939253419895,59.8441699214137,0.09894046115876964,57.88663547035205
2/27/2020,-37.807173811209616,24.24490768147569,-6.474975144587802,-39.98946052612495,-15.95991743892281,-36.68261719149392,22.73078542947824,49.5144260649423,12.470321250601813,-54.568821010162,-15.515473279390534,67.14425214867099,21.11107284515199,-3.3475066650848095,-5.572144150390512,-22.800605962050348,50.757327392302656,82.90864570766729,66.37032632497306,128.79039176436945,24.843071079584366,-17.218506161666646,-28.34006250286426,-12.57390646714619,-13.784264528304613,-42.58351401206322,6.814625291055565,21.847211227096118
2/28/2020,103.82016047642036,85.27502309602171,122.13684771288568,48.79143169164115,0.1699905504238597,-17.77416499674498,77.45644718499575,17.709710212945986,71.87196159872387,83.2636826367676,56.83042600095962,24.407622344229285,0.4192726637037403,88.91968799146504,-1.59541006406696,55.958491779288025,13.64872042168017,2.7021265115725113,-1.6193942559049934,13.749875012498759,-44.34516873529345,30.779785384141476,139.8975531808473,82.97463474898478,212.37362194983876,42.09591041210108,267.7048855512908,15.831609755375897
3/2/2020,-32.184144090396494,-15.671074172509202,38.472856275561675,-40.379943889112354,28.078913841154197,-17.62352485255667,-46.45243608866741,-39.68303285280139,-35.714669642605315,-18.470634117393125,-55.50716253228156,-12.51104338199971,-38.24447261927347,-43.116965675715335,-16.957496478520852,-16.663467758560635,-39.23380460284469,-19.640553094172418,-30.241555832314848,-36.200815303980924,-18.058031485175054,-25.695026634075234,-17.576694057306796,-37.94721172915509,-36.494531966834046,-27.76056748837591,-42.93738634133227,2.2859488454509025
3/3/2020,-12.303703169701075,-19.17236547764919,13.886379487083467,4.629944590855173,-26.93731207254304,58.25876738110311,18.812059410529812,52.538053793487016,39.898358150512394,90.8598206627871,2.6831843976906633,-31.35293335580843,29.84213591353373,-3.300815639010435,-30.38005712580466,-20.352804694963833,10.116699746089397,-1.4091128972606226,-17.915603350198328,-50.50720768820074,109.30392258508954,-34.092931927062864,-7.773387682725463,3.393566587528807,-42.69025256029691,59.93582046619888,12.96113916530226,-10.2851890551362
3/4/2020,-22.167096811913765,32.189072386542584,-34.64812775028633,71.02474132092138,35.40702926313415,69.77350860266336,73.54007272176351,53.28368250590647,-42.21344603254818,-44.70801818313205,-13.53394008948474,11.298266778795284,-32.1334687516897,54.139604275066674,6.495650607219283,19.640791672021596,-0.5745620690050246,-4.564775652958519,5.610841500284436,54.58468176914779,82.17591244441194,-29.784634830869074,22.99442547195596,17.38539337862659,23.820369772695837,23.90802170096493,4.4561912229668765,-12.660365238493732
3/5/2020,-31.81940896431793,-29.01301138898489,-59.7052737941256,-20.598582316318424,-25.92063639728872,3.6511938928440735,-42.94050052326539,-42.98526606446932,-7.888382571296915,2.189053275952002,49.92268507096218,-23.81662377571606,57.16720329780702,-27.610363707792008,-28.584523862178777,-23.83024053137113,-32.26868224934132,-28.87419213496645,-42.64641777823396,-1.9651982081354213,-62.554502612124494,39.92036080139438,-36.22368395582573,21.62661623316884,-20.799727429120395,-40.0042878905709,-31.7573674572042,-34.248318680671716
3/6/2020,7.172415564125623,23.422393663956107,71.39560956956717,-33.74768600026788,37.65741656411221,-69.74145910876042,7.664414358417271,17.922815010843117,-32.53860965230191,-9.439370757244914,9.098165353585808,86.09197267962914,0.1608668756006182,33.649283798340605,76.64994975636871,1.3186038312375192,16.876628342960885,8.95731380293594,47.931969047195565,-21.38691159586682,-34.16170594078889,-30.553123219868837,1.5020028071292213,-34.0871199190461,-5.738814408391335,30.010720492565568,-37.465269768232424,-1.2284660785827795
3/9/2020,51.10213896427227,10.541361923043269,7.284816456743215,64.819532621939,404.9240514793141,2.415859836921741,-11.312275067235579,49.307009596693206,39.1064324864129,-5.578419720558592,0.23005435961884757,35.465113486814694,104.55407435266663,-18.57013677518552,-5.159878306493393,43.464946875144996,250.11926749761554,386.1994010224295,384.34026169066374,83.89706741441758,102.30793771704647,50.049227789616225,37.53958395462127,90.40167982837943,71.03326711201046,0.4334621143185835,135.47621321307366,197.5552801144266
3/11/2020,-9.124456588322282,-23.12256332129844,-9.18219242031999,36.6297387879827,-62.94026853172776,77.94663221942304,17.08645125624919,3.247039054240508,118.93265761123234,-8.223505775087459,15.150628662300946,-26.19351883632436,4.0646684356346,28.272476210407138,-13.400829921536372,0.03880857669544824,-39.990165289613756,-26.64875043597923,-38.79466743223495,-19.525405422576604,-30.60030059624261,8.096996493178189,40.49886848270916,37.55279069414436,34.912193929835624,31.902061575282858,-14.266223139383927,-29.73215101761356
3/12/2020,125.6049323368539,166.47513077473684,24.50769647747133,-32.384369605221586,19.325812252704733,6.057280140715671,-33.460634773735585,66.02051761707952,21.685312093329046,64.48617598853224,27.75171065152051,63.633239722298555,2.8385678942239645,86.14798272733948,43.64165890276608,80.11993663724826,66.08385980209938,19.782497320173988,37.116882124367855,60.80606323767419,27.779776653732657,222.1118450263959,52.53661972469119,28.431567720143256,-17.925482876279265,27.852838533746404,16.78126828583395,-12.276130751800363
3/13/2020,-50.46758679504251,-12.836747853495567,10.502466480757944,67.6051006416388,44.40103101219213,8.168720673102857,26.749526633836318,12.443217266486517,-47.323651932011416,-3.5249592025441867,0.30786863542116016,32.20696922926918,-53.17136620665788,18.353277340688344,9.973595133302226,17.388924286342466,4.886825039735632,-4.05251975108154,-23.62377065207624,-19.85909615337408,35.49476074153019,-13.878347219192966,-22.67842577949015,-8.008742567408566,19.929843117538205,38.99245231289035,15.946505578796867,21.174134918120657
3/16/2020,35.0669623855101,-15.84548877401164,9.063644546087524,-38.41801725301729,-34.45167330131701,-11.518788838442418,-4.356239237186543,-51.785977961231524,-25.451561736299933,33.9217644068154,-19.58955941244084,-48.09033276315159,-27.790560844952918,-46.006593107811234,-36.9403562344405,-15.439186606528555,-30.047242389113148,-31.788911222068382,-11.090825117954362,91.00989371152019,-8.367808603022587,-69.26890187353776,-30.24680955480703,-2.309532586441365,42.72879338919928,-29.229483956073288,-25.0336185853665,-14.122673614657021
3/17/2020,26.53701925318166,-4.421655881245712,-31.59756716608483,-15.44271556623361,-41.01750315644911,-44.5802777331344,-0.6655851041268979,33.42214837954798,40.06266497114173,-43.55077153319111,26.578104975143102,35.59508299406118,178.43712658090308,43.30962344895446,32.700243836590914,-20.001084853635163,-38.69683293438854,-6.23510718332666,-10.608499010900685,-50.92127840407961,-10.888594972285793,-15.773732742372815,-12.503633689835269,-27.166616247704855,-48.710825722064065,-42.23950124913155,-2.8107154732303408,8.697554929191176
3/18/2020,-16.664539696050497,76.00862226471017,-9.862277766395778,132.33066792116807,3.9079217080264073,40.49879685878794,-6.780294256102937,43.3597446933627,-9.573807548835568,4.21318754276454,4.785469440159118,29.576099388264886,53.78231563403344,5.425903533887921,-21.41421236194536,20.30850943609448,317.36663818767397,281.1759226972475,238.14546875696777,631.7774873386702,-4.349926613486144,35.847364366030796,-9.110944890463745,27.0516875864657,6.443505481533474,40.244681304020766,-6.893538281127487,4.581575892453071
3/19/2020,95.09717983862511,-8.269404648405022,70.10753448528408,-18.149163807859704,34.36929993155877,-30.338729890278582,10.800254212542292,9.87006084822568,14.152958416146099,-4.426528373899341,30.27394058901649,-5.2553900394150315,-43.277504801077306,78.62759537181164,162.43806471165354,0.8397441316538412,-61.82151994664859,-65.60342243288827,-63.27234585640878,-70.9433136646864,-29.283099584356243,-10.340184306622168,-0.26735854192668773,-29.25653601749496,38.97803907665087,-0.0523705915093875,2.458210844247799,-5.913879608249239
3/20/2020,28.260380904005757,-7.45927452706725,-28.904678765420368,-17.730056595178635,-25.67809674080539,61.25123928134839,60.66223509252771,31.86164936984275,-2.4913337082330123,20.393004460785512,-16.5409226210921,52.865934407813484,-36.46493553828637,-30.92204128663877,-36.79723192926841,-4.55730985981091,72.83574745690362,110.22460122530538,198.56158850789433,-15.720970257623835,21.797742278610265,12.118260696211491,-7.553767947953793,66.45205916678334,28.07970639778816,4.474462920165134,-4.936267184562149,69.60933449035622
3/23/2020,-68.0774595269682,22.293415640160873,10.975855929100554,-24.55382308346209,-8.301460874044796,16.714416328731318,-38.038597143520626,-43.277986834099856,-39.690693081077,4.756335643717402,-15.934453447531837,-35.84438501697675,-19.12164836806305,-17.16752908233381,-5.1151650736551035,-4.390874710259851,-35.634524350777085,-71.99973812803884,-69.83279178301038,-41.57626037013401,-24.56786382806119,-40.272464713601664,-30.086863896819494,-18.063859155041627,-53.88421961269108,7.045898100329628,-24.237552061830026,-47.23890215748525
