Date,AMBUJACEM.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,BPCL.NS,CIPLA.NS,DRREDDY.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,IDEA.NS,ITC.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,SHREECEM.NS,SUNPHARMA.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,ULTRACEMCO.NS,VEDL.NS,WIPRO.NS
2020-01-01,174.5393829345703,746.0272827148438,2640.764892578125,447.6528015136719,389.9498901367188,462.1769409179688,2775.076416015625,1244.1898193359375,2144.578857421875,208.4572906494141,1817.6575927734373,523.32080078125,6.099999904632568,201.1142425537109,7086.818359375,14060.5859375,95.85977935791016,99.03009796142578,115.50780487060548,20023.80859375,416.19573974609375,54.172950744628906,19.196706771850582,2013.7801513671875,649.1094970703125,3991.287109375,76.91259765625,243.1226959228516
2020-01-02,181.9373779296875,754.2479248046875,2616.36962890625,449.5291442871094,386.6979675292969,459.8461608886719,2761.1015625,1252.120361328125,2141.845703125,214.14776611328125,1819.065673828125,527.0743408203125,6.099999904632568,202.5924224853516,7104.41015625,14013.30078125,95.74148559570312,99.49632263183594,115.27149200439452,20922.763671875,416.8186340332031,54.54914855957031,19.898500442504883,2004.5364990234373,652.473876953125,4167.8271484375,79.325439453125,243.71160888671875
2020-01-03,180.209716796875,740.2978515625,2575.33447265625,449.4303588867188,383.4857482910156,456.3985900878906,2779.413330078125,1234.2642822265625,2144.40283203125,210.5486602783203,1809.116455078125,525.3681640625,6.099999904632568,201.4521331787109,7031.13525390625,13884.150390625,94.124755859375,99.80711364746094,114.03072357177734,20814.46484375,426.06634521484375,54.31402206420898,19.851303100585938,2044.484619140625,660.1820678710938,4142.69140625,78.47969818115234,246.4598846435547
2020-01-06,174.4508056640625,720.6681518554688,2546.496337890625,444.04827880859375,372.1040954589844,453.2908325195313,2774.54638671875,1207.5528564453125,2087.802978515625,203.59359741210935,1797.8531494140625,512.5472412109375,6.0,198.58026123046875,6825.80078125,13715.8037109375,93.76985931396484,98.0977020263672,114.08983612060548,20757.458984375,421.6102294921875,53.3735237121582,19.42243194580078,2044.2987060546875,656.178955078125,4081.717529296875,74.89773559570312,247.49046325683597
2020-01-07,176.31138610839844,723.1592407226562,2546.747802734375,439.5549621582031,365.6399841308594,455.0875244140625,2779.702392578125,1226.674072265625,2070.082275390625,203.15586853027344,1802.7806396484373,509.8172607421875,6.0,198.7914276123047,6856.0419921875,13596.0234375,95.07112884521484,97.70919036865234,113.26264190673828,21643.115234375,427.7913208007813,53.2324447631836,19.53939437866211,2049.3154296875,661.8855590820312,4165.17578125,77.60908508300781,250.48410034179688
2020-01-08,178.6592254638672,721.9136962890625,2564.60400390625,453.1336669921875,364.76751708984375,451.3485107421875,2792.280029296875,1223.462890625,2043.19287109375,201.74539184570312,1810.8997802734373,512.7908935546875,6.5,197.8200836181641,6818.82275390625,13691.6376953125,94.59793853759766,95.92208099365234,112.58317565917967,22114.296875,421.75390625,52.90327072143555,19.5045108795166,2095.210205078125,655.6680297851562,4240.63232421875,78.28070068359375,250.09149169921875
2020-01-09,184.240966796875,740.1981811523438,2586.777099609375,454.3680725097656,373.2144775390625,456.5442504882813,2814.687255859375,1237.1834716796875,2075.812744140625,205.00405883789065,1816.2498779296875,532.6317749023438,6.25,199.1715240478516,7005.595703125,13931.578125,94.124755859375,96.11631774902344,114.0011978149414,22482.107421875,421.5143127441406,54.36104965209961,19.828731536865234,2057.213134765625,658.9470825195312,4308.43017578125,78.6786880493164,248.96275329589844
2020-01-10,187.6077117919922,737.4081420898438,2599.77099609375,451.30670166015625,372.9765319824219,459.8461608886719,2826.734619140625,1248.1793212890625,2083.659423828125,205.73362731933597,1834.0361328125,526.7332153320312,6.099999904632568,201.02978515625,7105.0400390625,13971.9169921875,94.87397003173828,96.46597290039062,113.52852630615234,23005.21875,425.1080627441406,55.442626953125,19.953907012939453,2056.4697265625,661.1615600585938,4364.00390625,79.5741958618164,247.0978546142578
2020-01-13,187.38619995117188,734.7677001953125,2593.77734375,463.0584411621094,373.37310791015625,463.8765258789063,2847.648193359375,1251.3905029296875,2086.568603515625,205.4417724609375,1872.3785400390625,525.1243896484375,6.150000095367432,202.08560180664065,7126.5576171875,13945.658203125,96.01749420166016,97.4760971069336,115.09420776367188,23481.96875,426.06634521484375,55.8658561706543,20.345842361450195,2034.9158935546875,669.3383178710938,4387.66650390625,79.82292938232422,250.09149169921875
2020-01-14,185.43704223632807,745.2301635742188,2600.1064453125,463.5028381347656,375.4353332519531,470.28619384765625,2840.998046875,1254.79638671875,2125.9326171875,206.17135620117188,1885.47216796875,524.1494750976562,6.099999904632568,205.4642639160156,7159.60791015625,14145.783203125,97.39762878417967,97.16529083251952,115.36011505126952,23216.693359375,427.407958984375,56.61825942993164,20.46280860900879,2050.291259765625,678.1962890625,4402.001953125,82.08651733398438,252.4471740722656
